room,idx,original,translated,comments
68,1,"Wait a minute - there wasn't any girl! Sorry. Well, you got the mop, anyway. From now on, Xenon's your oyster. All you have to do now is sit back and let the book and movie offers roll in. Who knows - maybe you'll even have a series.","__ ___ - __ ____ ___ _____! _______. ___, ____ _____, ___ ____. ____ _____, ____ _____ ______. __ _____ _____ __ _______ _____ ______ ______ ____ ____ ____ _____. __ ____ - ____ _____ ____ ____ ____.",
68,2,"And now, as the sun sets on the peaceful blue planet, Xenon, and Roger Wilco's first adventure (yes, I'm afraid there are more), we hope you will remain in your seat long enough to let us express OUR limitless appreciation.","____, __ _____ ____ __ ______ ______ _______, ____, ___ ______ ___'_ ______ _______ (__, ___ ____ _____ ___), ___ ______ __ _____ ____ _____ ___ ___ ___ ___ _____ __ ________ _____ ______.",
7,0,Your search of the body reveals nothing.,______ __ _____ ____ ____ ______.,
7,1,"Gosh, Randy's even quieter in this state.","____, ____ _____ ____ ___ ____ ___.",
7,2,Randy's recently re-exposed and re-heated lunch smells pretty good. You start to regret having slept through lunch.,_____ _______ ____ ____ __ ____ _____ ___ ___. ___ _____ ______ _____ ____ ______.,
7,3,"Although it's darn tempting, all this tension has your stomach churning. The last thing it needs is more stomach acid, especially from someone else's stomach.","_____ ___ ____ ____, __ ____ ___ __ __ ____. ____ ______ ____ ____ __ ___ ______ ____, ____ ____ __ _____ ___.",
7,4,"Randy, usually a sucker for a Buckazoid, is showing a remarkable lack of interest.","____, _______ _______ __ __ _________, _____ ___ ____ _____ _____.",
7,5,"Randy ignores your efforts to ask him about the cartridge, maybe because he's dead.","____ _____ _________ _______ _____ ____ __ _______, ____ ____ ____ __.",
7,6,Randy doesn't seem to want the keycard. His present condition may have something to do with this.,____ __ ____ _______ ______. _____ ______ ___ __ ___ ___.,
7,7,"Whatever this thing does, reanimating the dead does not appear to be one of them.","___ __ _______ __ ____ ___, _____ _____ ____ ___ ___.",
7,8,Even you don't need a translator to get the message that Randy is D-E-A-D.,_____ ___ __ ____ _____ ___ _____ __ ____ _____ _-_.,
7,9,"Normally a pleasant guy to talk with, Hugh is pretty darn boring now.","____ ___ ___ ____ ____ ____, __ ___ __ _____ ____.",
7,10,Either you have a taste for sweat or you didn't smell him before you tried to taste him.,__ ___ __ ____ ____ ____ __ ___ ____ ____ ____ _____ ____.,
7,11,Hmmm. I think Hugh might have missed a shower or two. Or perhaps his body got sweaty from the heat of that laser blast.,____. _______ ___ ____ _____ __ _____. __ _____ ___ _____ ____ ____ _____ ______.,
7,12,Your money doesn't hold much interest for Hugh at this point,____ ____ _____ _____ __ ___ __ ____ ___.,
7,13,Hugh offers you no help with the cartridge.,__ __ ____ __ ____ __ _______.,
7,14,"If Hugh could speak, he'd tell you he doesn't want the keycard. He might also have something to say about your intelligence.","__ __ ___ ____ ____, ___ ___ ____ __ ____ __ ____ ______. ___ __ ___ _____ ____ ____ ____________ ___.",
7,15,It's possible Hugh's only pretending disinterest in the widget. It's also possible he's still dead.,____ _____ ___ __ _____ ____ _____ ___ ____ ____ _____. ____ __ _____ ____ __.,
7,16,"Blatant, messy death requires no translation.","_____, ____ _____ __ ____ _____.",
7,17,Widgets don't talk.,______ __ ______.,
7,18,It smells magnetic.,__ ____ _____.,
7,19,It tastes quite metallic.,__ ___ ___ _____.,
700,0,These guys carry weapons. How wise do you think that is?,____'_ ____ ______ ___. ___ ___ ____ ___ ___?,
700,1,You'd need to be closer for that.,_____ ____ ____ ____ _____ __.,
700,2,You are on the wrong level to do that.,___ __ _____ ______ _____ _____ __ __.,
700,3,,,
700,4,%2d:%02d,,
700,5,You hear footsteps.,___ ____ _____.,
700,6,"Failing to notice anyone or anything in the room, the Sarien guards decide to check elsewhere. Way to go, Roger!","____ ___ ____ _______ _____ __ _____ ____ ____, _____ _______ _______ _____ _____ ___. _____, ___'_!",
700,7,"Failing to notice anyone or anything in the room, the guard decides to check elsewhere. Way to go, Roger!","____ _____ _____ _____ __ _____ ____ ____, _____ _____ _____ _____ ___. _____, ___'_!",
700,8,The aliens observe their handiwork briefly before looking for others to process in similiar fashion.,________ ______ __________ ____ ____ ___ ______ ___ _____ ___ ________ _____.,
700,9,The alien observes his handiwork briefly before looking for others to process in similiar fashion.,______ ____ _________ ____ ____ ____ ____ ___ _____ ___ ________ _____.,
700,10,"As you lie on the floor in a smoldering, carbogelatinous heap, you just can't help but wonder why you bothered getting up this morning.","_____ ____ __ _____ ______ ______ _____, ____ ____ ___ _____ __ ____ ____ ____ ____ _____.",
700,11,Bad news travels fast - especially when it's in the form of a shock wave.,_____ ____ ______ ___ ___ - ______ ____ ______ ____ __ __ ___.,
700,12,"The explosion was pretty messy. It's a judgment call as to which one critically damaged you first. Was it the concussion? Or, maybe, the fragments of ship that were located more closely to the epicenter than yourself and attempted to escape THROUGH you?","______ ___ ___ _____. ___ ____ ______ ___ __ ____ ______ ____ __ ______. ___ ___ __ ______ ___? __, ___, ___ ___ _____ ______ ____ ____ ______ ___ _____ ____ _____ _____ ____?",
700,13,"Regardless of what got you first, enough molecular relocation (in bulk and in individual units) occurred to forever alter your form and place in the universe.","___ ____ ___ ___ __ ____, ______ _____ _________ _____ (_________ ________ ______) ___ _____ ____ __ _____ ___ ______ _____.",
700,14,Recompose yourself and let's see if we can't get off this scow more efficiently.,____ __ ____ ____ _____ _____ ___ _____ ______ _______ ___ _______ ___ ____.,
700,15,"You have
%2d:%02d
till the Arcada self-destructs.","__ __
%2d:%02d
__ ______ _____ __ ______",
700,16,You can't do that from this level.,____ ____ _____ ___ _____ __.,
702,0,You're not going to be able to feel anything from this distance.,___ __ _____ ___ ___ _____ ___.,
702,1,"`Yodel-Ay-Hee-Hoo!' you call to the distant slopes. There is a slight delay, then a faint voice replies: `For pity's sake, fella - stop torturing that cat!'","`____-___-__-__!` ___ ____ __ ________ _______. __ _____ ___, ___ ___ ____ ____: '____ ___, ___ - __ ______ _____ ___!'",
702,2,"The tourist brochures you've seen assure you that the air in YoMammy Park is clear, clean and refreshing. Compared to the atmosphere down here a weak solution of sulphuric acid would be pretty refreshing.","_____ _______ _____ ______ __ _______ _____ _____ ____, ___ ______. _______ __________ ___ ____ _____ ____ __ _____ ________ ____ _____ ___ ___ _____.",
702,3,I wouldn't advise walking around here with your tongue hanging out.,__ _____ ____ _______ _____ ___ __ ____ ____.,
702,4,"It's true, what they say - the air here is thick enough to feel.",____ ___ __ _______ - _____ _____ __ __ ___ __ _____ ____ ____.,
702,5,"You shout into the sky, dislodging a chunk of Keronian atmosphere that narrowly misses your helmet.","___ ____ __ ______, _____ ____ _________ _________ _______ __________ ______ __ _____.",
702,6,"You detect a bit of sulfur in the air here as well. Can't get away from it on this planet, it appears.",__ ___ ___ ____ ___ ____ __ ______. ____ ___ ____ _____ ___ ____ __ ___ _____ ___.,
702,7,Don't lick the air. You're libel to get more than you bargained for.,__ ____ __ ______. ___ ___ _____ _____ __ _____ ____ ___.,
702,8,"The droid emits a cheerful chirp, but has nothing further to say right now. Fortunately, you bought it as a pilot, not a conversationalist.","______ ____ ____ ____, __ ____ ___ ___ __ __ ______. _____ ____ ____ ____ ____ ____, ___ ____ ___ ____.",
702,9,"Although small, the NAV-201 is surprisingly heavy. You don't think you'll be able to lift it.","__ __ _______ _______, NAV-201 ___ _____ _____. ___ __ ____ _____ _____ ____.",
702,10,You wouldn't want to damage your droid. You wasted - I mean spent - much hardly-earned cash on it.,__ ____ ____ _____ __ ______ ___. _____ - _____ _____ - ____ ___ ____.,
702,11,There's nothing like the smell of a new used droid.,___ ___ ___ __ _____ _____ ___.,
702,12,"Like many things in your experience, it looks better than it tastes.","___ _____ ____ _______, ___ ____ ____ ___ _____ ___.",
702,13,"Yikes! It looks like you hit that force field one too many times. Not only did it burn every follicle of hair from your sleek frame, but your aorta, if you could see it, now resembles the end of a red celery stalk.","____'_! ____ _____ ____ ____ ____ ___ _____. __ __ ____ ___ __ __ _____ ______ _____ ______, ___ __ ___ _______, __ ___ _____ _____ ____, _____ _____ ___ __ _____ ____ ____.",
702,14,Ouch!  That hurt!,____'! __ ___!,
702,15,"You are standing next to the protective barrier encircling Ulence Flats. Due to the fact that you are land-based, you are not able to pass.","___ ____ __ __ _____ ____ _____ __ ______ _____. ____ ______ ____ ____ _____, ___ ________ ____ _____.",
703,0,,,
703,1,%02u:%02u,,
703,2,You can't see that from down here.,___ __ ____ __ __ _____.,
703,3,You can't see that from up here.,___ __ ____ __ __ ______.,
703,4,You're darned if you can figure out what most of this stuff is for.,___ _____ __ _____ _____ _____ ___ _______ ___.,
703,5,What a perfectly useless-looking piece of decoration!,___ _______ ____ _____ _______ __!,
703,6,You are continually astonished by the Sarien decorative scheme.,___ _____ _____ ____ ___ ____ ________ _________.,
703,7,Interesting.,______.,
703,8,Hmmm. Another one of those thingies.,____. ___ ___ _____ _____.,
703,9,Just another one of those fascinating bits of alien hardware.,___ ___ ___ ___ _____ ______ _________ ________ ____.,
703,10,Boy. These spaceship interior designers must be one strange lot.,____. _____ _____ __ _____ ____ ___ ___ ________ ______.,
703,11,You can't talk to that from down here.,___ __ ____ ____ ____ ______.,
703,12,You can't talk to that from up here.,___ __ ____ ____ ____ _____.,
703,13,This kind of behavior is likely to get you noticed by the Sariens.,_______ ___ _____ ____ _______ ____ _________.,
703,14,It doesn't talk back.,___ __ ____ _____.,
703,15,"If you keep talking to inanimate objects, you're bound to attract attention.","__ _____ ____ __ _____ ______, ____ _____ ______ _____ __.",
703,16,You begin to get the feeling that talking to things that don't talk back is a serious waste of time.,___ _____ ____ __ _____ __ ____ __ _____ ______ ___ _____ ___ ____ __ ___.,
703,17,It looks at you in amazement. What kind animated object would talk to inanimates.,___ ____ __ ______. ____ _________ _______ ______ __ ______.,
703,18,You can't do that from down here.,____ ____ _____ ___ _____.,
703,19,You can't do that from up here.,____ ____ _____ ___ ______.,
703,20,Never mind that now - you're in a hurry.,__ ____ ____ - ___ ____.,
703,21,You don't have time to stop and touch all this neat stuff - you've got a galaxy to save.,___ __ ___ _____ _____ ___ ______ ________ - ___ ____ _____ __ _____.,
703,22,You find you must fight the urge to dust and polish everywhere you go.,___ ____ __ ____ ____ ______ ____ ____ _______ ___ ____ ____ ____.,
703,23,"You don't want to leave your fingerprints all over the ship, do you?","___ __ ____ ______ ______ ____ __ __ ______, ____?",
703,24,You can't imagine what you'd do with it.,___ __ ____ __ _____ __ __.,
703,25,"Try as you might, you can affect no change.","___ ___ ___ __, __ _____ ______ ____.",
703,26,You can't smell that from down here.,___ __ ____ _____ __ __ _____.,
703,27,You can't smell that from up here.,___ __ ____ _____ __ __ ______.,
703,28,The whole ship smells like Sariens.,__ ______ _____ ___ ________.,
703,29,"You can't smell anything beyond the general smell of Sariens, which is unpleasant. These guys definitely need a change in diet.","____ ____ ___ ___ ____ ____ ________ _____, ____ __ ____. ____'_ _____ ______ ______ ______.",
703,30,An offensive smell permeates the entire ship.,___ ______ _____ ______ ____.,
703,31,The Sariens smell so horrible it's hard to smell anything else.,_________ ______ __ __ ____ _____ _____ _____ ____ ___.,
703,32,You get no clues from the smell.,____ __ ____ __ ____.,
703,33,You can't taste that from down here.,___ __ ____ _____ __ __ _____.,
703,34,You can't taste that from up here.,___ __ ____ _____ __ __ ______.,
703,35,Sarien cooties are everywhere.,_____ ________ ______ ___ ____.,
703,36,You really don't want to put your mouth on that.,___ ____ __ ____ ____ __ ___ ___ __ __.,
703,37,You can't imagine that's going to taste good.,___ ____ _____ ____ ___ ___ ___.,
703,38,"If it smells like Sariens, how good do you suppose it's going to taste?","__ __ ____ ___ ________, ___ ___ ____ __ ____ _____?",
703,39,Don't put that in your mouth - you don't know where it's been!,__ _____ ___ __ ___ - ___ __ ____ ____ ___ ____!,
703,40,You can't shoot that from here.,___ __ ____ _____ ____ ____.,
703,41,You can't use that here.,___ __ ____ ______ ___ ___.,
703,42,DEBUG *REMOVE* Teleport initialization.,,
703,43, ,,
703,44,You don't really want to show an Arcada data cartridge to the guys who blew the ship to smithereens.,___ __ ____ ____ ______ __ ______ _____ ______ ____'_ ______ ____ _______.,
703,45,"He seems satisfied that you're a Sarien, all right.",___ ____ _____ ____ _____ _______.,
703,46,Are you crazy! You haven't got time to talk to this guy. He's too busy doing his talking with his gun.,___ _____! ___ __ ___ _____ __ _____ ___. ___ ___ ____ _____ __ _____ ___.,
703,47,You're not close enough to talk to the guard.,___ __ ____ _____ ____ ____ __ _____.,
